gamename,year,month,avg,gain,peak,avg_peak_perc
Tabletop Simulator,2017,April ,1315.63,96.94,4864,27.05%
Tabletop Simulator,2017,March ,1218.69,-121.78,2578,47.27%
Tabletop Simulator,2017,February ,1340.48,-352.94,3084,43.47%
Tabletop Simulator,2017,January ,1693.42,486.01,3839,44.11%
Tabletop Simulator,2016,December ,1207.41,235.74,3252,37.13%
Tabletop Simulator,2016,November ,971.67,44.67,2482,39.15%
Tabletop Simulator,2016,October ,927,94.42,2386,38.85%
Tabletop Simulator,2016,September ,832.58,-159.42,1917,43.43%
Tabletop Simulator,2016,August ,992,-298.46,2278,43.55%
Tabletop Simulator,2016,July ,1290.46,237.67,3463,37.26%
Tabletop Simulator,2016,June ,1052.78,166.07,3343,31.49%
Tabletop Simulator,2016,May ,886.71,-252.23,2155,41.15%
Tabletop Simulator,2016,April ,1138.94,229.88,3029,37.60%
Tabletop Simulator,2016,March ,909.06,-373.1,2022,44.96%
Tabletop Simulator,2016,February ,1282.17,-32.73,3012,42.57%
Tabletop Simulator,2016,January ,1314.89,764.63,3439,38.23%
Tabletop Simulator,2015,December ,550.26,223.75,1937,28.41%
Tabletop Simulator,2015,November ,326.52,-29.02,895,36.48%
Tabletop Simulator,2015,October ,355.53,41.92,949,37.46%
Tabletop Simulator,2015,September ,313.62,-23.58,836,37.51%
Tabletop Simulator,2015,August ,337.2,-22.18,728,46.32%
Tabletop Simulator,2015,July ,359.38,-98.2,687,52.31%
Tabletop Simulator,2015,June ,457.57,121.23,990,46.22%
Tabletop Simulator,2015,May ,336.34,15.91,697,48.26%
Tabletop Simulator,2015,April ,320.43,-180.82,833,38.47%
Tabletop Simulator,2015,March ,501.24,231.41,1398,35.85%
Tabletop Simulator,2015,February ,269.83,-96.9,745,36.22%
Tabletop Simulator,2015,January ,366.73,53.98,1220,30.06%
Tabletop Simulator,2014,December ,312.75,216.4,1644,19.02%
Tabletop Simulator,2014,November ,96.35,35.52,382,25.22%
Tabletop Simulator,2014,October ,60.83,-15.37,167,36.43%
Tabletop Simulator,2014,September ,76.19,-18.72,304,25.06%
Tabletop Simulator,2014,August ,94.91,10.2,291,32.62%
Tabletop Simulator,2014,July ,84.71,-11.1,273,31.03%
Tabletop Simulator,2014,June ,95.81,-8.02,354,27.07%
Tabletop Simulator,2014,May ,103.83,-51.54,262,39.63%
Tabletop Simulator,2014,April ,155.37,NA,570,27.26%
"HELLDIVERS?,2021""",February ,268.7,-4.14,854,31.46%,
"HELLDIVERS?,2021""",January ,272.84,22.61,776,35.16%,
"HELLDIVERS?,2020""",December ,250.23,56.52,666,37.57%,
"HELLDIVERS?,2020""",November ,193.71,51.24,837,23.14%,
"HELLDIVERS?,2020""",October ,142.48,-17.6,293,48.63%,
"HELLDIVERS?,2020""",September ,160.07,-29.25,384,41.68%,
"HELLDIVERS?,2020""",August ,189.32,-98.69,441,42.93%,
"HELLDIVERS?,2020""",July ,288.01,115.1,792,36.36%,
"HELLDIVERS?,2020""",June ,172.91,-0.6,555,31.16%,
"HELLDIVERS?,2020""",May ,173.51,-21.6,387,44.83%,
"HELLDIVERS?,2020""",April ,195.11,23.21,410,47.59%,
"HELLDIVERS?,2020""",March ,171.9,-50.41,359,47.88%,
"HELLDIVERS?,2020""",February ,222.31,-36.76,560,39.70%,
"HELLDIVERS?,2020""",January ,259.07,1.51,757,34.22%,
"HELLDIVERS?,2019""",December ,257.56,-61.22,674,38.21%,
"HELLDIVERS?,2019""",November ,318.78,-22.84,950,33.56%,
"HELLDIVERS?,2019""",October ,341.62,164.97,2577,13.26%,
"HELLDIVERS?,2019""",September ,176.65,24.43,737,23.97%,
"HELLDIVERS?,2019""",August ,152.21,-110.72,344,44.25%,
"HELLDIVERS?,2019""",July ,262.94,98.21,902,29.15%,
"HELLDIVERS?,2019""",June ,164.73,34.4,617,26.70%,
"HELLDIVERS?,2019""",May ,130.33,-0.45,272,47.92%,
"HELLDIVERS?,2019""",April ,130.78,-31.66,316,41.39%,
"HELLDIVERS?,2019""",March ,162.44,-121.91,404,40.21%,
"HELLDIVERS?,2019""",February ,284.35,12.2,857,33.18%,
"HELLDIVERS?,2019""",January ,272.15,-37.27,810,33.60%,
"HELLDIVERS?,2018""",December ,309.42,-54.72,1080,28.65%,
"HELLDIVERS?,2018""",November ,364.14,-14.49,1435,25.38%,
"HELLDIVERS?,2018""",October ,378.63,269.03,3254,11.64%,
"HELLDIVERS?,2018""",September ,109.6,-24.92,249,44.02%,
"HELLDIVERS?,2018""",August ,134.52,-130.08,282,47.70%,
"HELLDIVERS?,2018""",July ,264.6,-56.93,752,35.19%,
"HELLDIVERS?,2018""",June ,321.53,141.27,953,33.74%,
"HELLDIVERS?,2018""",May ,180.26,-124.16,437,41.25%,
"HELLDIVERS?,2018""",April ,304.42,115.6,1543,19.73%,
"HELLDIVERS?,2018""",March ,188.82,-88.86,485,38.93%,
"HELLDIVERS?,2018""",February ,277.68,-70.85,724,38.35%,
"HELLDIVERS?,2018""",January ,348.53,-2.26,915,38.09%,
"HELLDIVERS?,2017""",December ,350.79,-241.1,1120,31.32%,
"HELLDIVERS?,2017""",November ,591.9,-68.4,2570,23.03%,
"HELLDIVERS?,2017""",October ,660.3,493.63,6691,9.87%,
"HELLDIVERS?,2017""",September ,166.67,-59.72,376,44.33%,
"HELLDIVERS?,2017""",August ,226.39,-213.44,485,46.68%,
"HELLDIVERS?,2017""",July ,439.83,19.3,1560,28.19%,
"HELLDIVERS?,2017""",June ,420.53,185.66,2047,20.54%,
"HELLDIVERS?,2017""",May ,234.87,-346.99,509,46.14%,
"HELLDIVERS?,2017""",April ,581.86,-288.15,1513,38.46%,
"HELLDIVERS?,2017""",March ,870.01,585.87,3592,24.22%,
"HELLDIVERS?,2017""",February ,284.14,-432.44,689,41.24%,
"HELLDIVERS?,2017""",January ,716.57,115.32,2740,26.15%,
"HELLDIVERS?,2016""",December ,601.25,262.33,2718,22.12%,
"HELLDIVERS?,2016""",November ,338.93,173.84,1914,17.71%,
"HELLDIVERS?,2016""",October ,165.09,-21.48,350,47.17%,
"HELLDIVERS?,2016""",September ,186.57,-17.31,349,53.46%,
"HELLDIVERS?,2016""",August ,203.88,-287.16,374,54.51%,
"HELLDIVERS?,2016""",July ,491.04,191.09,1867,26.30%,
"HELLDIVERS?,2016""",June ,299.95,98.55,1419,21.14%,
"HELLDIVERS?,2016""",May ,201.4,-93.15,463,43.50%,
"HELLDIVERS?,2016""",April ,294.55,-215.94,646,45.60%,
"HELLDIVERS?,2016""",March ,510.49,-1051.71,1443,35.38%,
"HELLDIVERS?,2016""",February ,1562.2,708.85,4024,38.82%,
"HELLDIVERS?,2016""",January ,853.36,-1245.01,2096,40.71%,
"HELLDIVERS?,2015""",December ,2098.37,2096.04,5233,40.10%,
"HELLDIVERS?,2015""",November ,2.33,NA,12,19.42%,
Deus Ex: Human Revolution - Director's Cut,2021,February ,304.15,-141.84,600,50.69%
Deus Ex: Human Revolution - Director's Cut,2021,January ,445.99,-86.11,1059,42.11%
Deus Ex: Human Revolution - Director's Cut,2020,December ,532.1,105.4,1048,50.77%
Deus Ex: Human Revolution - Director's Cut,2020,November ,426.7,160.51,1018,41.92%
Deus Ex: Human Revolution - Director's Cut,2020,October ,266.18,-29.34,532,50.03%
Deus Ex: Human Revolution - Director's Cut,2020,September ,295.53,-144.88,551,53.64%
Deus Ex: Human Revolution - Director's Cut,2020,August ,440.41,-35.29,917,48.03%
Deus Ex: Human Revolution - Director's Cut,2020,July ,475.7,115.03,1003,47.43%
Deus Ex: Human Revolution - Director's Cut,2020,June ,360.67,-100.37,782,46.12%
Deus Ex: Human Revolution - Director's Cut,2020,May ,461.04,84.32,975,47.29%
Deus Ex: Human Revolution - Director's Cut,2020,April ,376.72,-0.4,752,50.10%
Deus Ex: Human Revolution - Director's Cut,2020,March ,377.12,157.11,844,44.68%
Deus Ex: Human Revolution - Director's Cut,2020,February ,220,-16,625,35.20%
Deus Ex: Human Revolution - Director's Cut,2020,January ,236,10.88,458,51.53%
Deus Ex: Human Revolution - Director's Cut,2019,December ,225.13,3.27,440,51.17%
Deus Ex: Human Revolution - Director's Cut,2019,November ,221.86,10.22,454,48.87%
Deus Ex: Human Revolution - Director's Cut,2019,October ,211.63,-15.74,507,41.74%
Deus Ex: Human Revolution - Director's Cut,2019,September ,227.37,-91.9,467,48.69%
Deus Ex: Human Revolution - Director's Cut,2019,August ,319.27,-30.98,659,48.45%
Deus Ex: Human Revolution - Director's Cut,2019,July ,350.25,35.55,759,46.15%
Deus Ex: Human Revolution - Director's Cut,2019,June ,314.71,102.47,761,41.35%
Deus Ex: Human Revolution - Director's Cut,2019,May ,212.24,-37.41,418,50.78%
Deus Ex: Human Revolution - Director's Cut,2019,April ,249.64,-123.18,558,44.74%
Deus Ex: Human Revolution - Director's Cut,2019,March ,372.82,41.48,905,41.20%
Deus Ex: Human Revolution - Director's Cut,2019,February ,331.35,-10.7,1009,32.84%
Deus Ex: Human Revolution - Director's Cut,2019,January ,342.05,66.23,797,42.92%
Deus Ex: Human Revolution - Director's Cut,2018,December ,275.82,1.08,595,46.36%
Deus Ex: Human Revolution - Director's Cut,2018,November ,274.74,-9.65,624,44.03%
Deus Ex: Human Revolution - Director's Cut,2018,October ,284.39,-21.11,774,36.74%
Deus Ex: Human Revolution - Director's Cut,2018,September ,305.5,-58.35,684,44.66%
Deus Ex: Human Revolution - Director's Cut,2018,August ,363.85,-12.82,808,45.03%
Deus Ex: Human Revolution - Director's Cut,2018,July ,376.68,-182.76,800,47.09%
Deus Ex: Human Revolution - Director's Cut,2018,June ,559.43,250.54,1440,38.85%
Deus Ex: Human Revolution - Director's Cut,2018,May ,308.89,-49.72,1190,25.96%
Deus Ex: Human Revolution - Director's Cut,2018,April ,358.61,-137.17,912,39.32%
Deus Ex: Human Revolution - Director's Cut,2018,March ,495.78,213.73,1440,34.43%
Deus Ex: Human Revolution - Director's Cut,2018,February ,282.05,-90.31,594,47.48%
Deus Ex: Human Revolution - Director's Cut,2018,January ,372.36,32.89,832,44.75%
Deus Ex: Human Revolution - Director's Cut,2017,December ,339.47,15.29,778,43.63%
Deus Ex: Human Revolution - Director's Cut,2017,November ,324.18,-73.01,821,39.49%
Deus Ex: Human Revolution - Director's Cut,2017,October ,397.2,73.91,1076,36.91%
Deus Ex: Human Revolution - Director's Cut,2017,September ,323.28,74.38,937,34.50%
Deus Ex: Human Revolution - Director's Cut,2017,August ,248.9,-84.34,473,52.62%
Deus Ex: Human Revolution - Director's Cut,2017,July ,333.25,71.89,718,46.41%
Deus Ex: Human Revolution - Director's Cut,2017,June ,261.36,11.16,623,41.95%
Deus Ex: Human Revolution - Director's Cut,2017,May ,250.19,10.68,523,47.84%
Deus Ex: Human Revolution - Director's Cut,2017,April ,239.51,-75.23,468,51.18%
Deus Ex: Human Revolution - Director's Cut,2017,March ,314.74,-269.18,747,42.13%
Deus Ex: Human Revolution - Director's Cut,2017,February ,583.92,209.65,1513,38.59%
Deus Ex: Human Revolution - Director's Cut,2017,January ,374.27,8.39,899,41.63%
Deus Ex: Human Revolution - Director's Cut,2016,December ,365.88,38.75,813,45.00%
Deus Ex: Human Revolution - Director's Cut,2016,November ,327.13,-170.03,739,44.27%
Deus Ex: Human Revolution - Director's Cut,2016,October ,497.17,-478.15,1448,34.33%
Deus Ex: Human Revolution - Director's Cut,2016,September ,975.32,-281.13,2229,43.76%
Deus Ex: Human Revolution - Director's Cut,2016,August ,1256.45,616.3,3392,37.04%
Deus Ex: Human Revolution - Director's Cut,2016,July ,640.15,96.1,1207,53.04%
Deus Ex: Human Revolution - Director's Cut,2016,June ,544.05,136.49,1358,40.06%
Deus Ex: Human Revolution - Director's Cut,2016,May ,407.56,3.22,849,48.00%
Deus Ex: Human Revolution - Director's Cut,2016,April ,404.35,-245.54,870,46.48%
Deus Ex: Human Revolution - Director's Cut,2016,March ,649.88,258.58,1717,37.85%
Deus Ex: Human Revolution - Director's Cut,2016,February ,391.3,-92.77,751,52.10%
Deus Ex: Human Revolution - Director's Cut,2016,January ,484.07,67.86,1045,46.32%
Deus Ex: Human Revolution - Director's Cut,2015,December ,416.21,-37.04,905,45.99%
Deus Ex: Human Revolution - Director's Cut,2015,November ,453.25,-248.91,1010,44.88%
Deus Ex: Human Revolution - Director's Cut,2015,October ,702.16,-190.33,1941,36.18%
Deus Ex: Human Revolution - Director's Cut,2015,September ,892.49,403.95,2805,31.82%
Deus Ex: Human Revolution - Director's Cut,2015,August ,488.55,-103.68,925,52.82%
Deus Ex: Human Revolution - Director's Cut,2015,July ,592.22,-33.19,1173,50.49%
Deus Ex: Human Revolution - Director's Cut,2015,June ,625.41,91.75,1519,41.17%
Deus Ex: Human Revolution - Director's Cut,2015,May ,533.66,-319.32,1172,45.53%
Deus Ex: Human Revolution - Director's Cut,2015,April ,852.98,110.01,2438,34.99%
Deus Ex: Human Revolution - Director's Cut,2015,March ,742.97,-110.97,1760,42.21%
Deus Ex: Human Revolution - Director's Cut,2015,February ,853.94,402.78,2214,38.57%
Deus Ex: Human Revolution - Director's Cut,2015,January ,451.16,-100.79,998,45.21%
Deus Ex: Human Revolution - Director's Cut,2014,December ,551.95,194.69,1419,38.90%
Deus Ex: Human Revolution - Director's Cut,2014,November ,357.26,-50.95,932,38.33%
Deus Ex: Human Revolution - Director's Cut,2014,October ,408.21,-180.96,863,47.30%
Deus Ex: Human Revolution - Director's Cut,2014,September ,589.17,-7.96,1470,40.08%
Deus Ex: Human Revolution - Director's Cut,2014,August ,597.13,-173.83,1319,45.27%
Deus Ex: Human Revolution - Director's Cut,2014,July ,770.96,142.37,1787,43.14%
Deus Ex: Human Revolution - Director's Cut,2014,June ,628.6,-33.68,2874,21.87%
Deus Ex: Human Revolution - Director's Cut,2014,May ,662.27,-1.84,2393,27.68%
Deus Ex: Human Revolution - Director's Cut,2014,April ,664.11,53.96,1600,41.51%
Deus Ex: Human Revolution - Director's Cut,2014,March ,610.15,-183.27,2701,22.59%
Deus Ex: Human Revolution - Director's Cut,2014,February ,793.43,-16.42,2059,38.53%
Deus Ex: Human Revolution - Director's Cut,2014,January ,809.85,50.31,2341,34.59%
Deus Ex: Human Revolution - Director's Cut,2013,December ,759.54,-76.17,3004,25.28%
Deus Ex: Human Revolution - Director's Cut,2013,November ,835.7,-357.64,2585,32.33%
Deus Ex: Human Revolution - Director's Cut,2013,October ,1193.34,NA,2957,40.36%
How to Survive,2021,February ,21.43,-7.3,45,47.62%
How to Survive,2021,January ,28.73,3.31,65,44.20%
How to Survive,2020,December ,25.42,-1.26,65,39.11%
How to Survive,2020,November ,26.68,4.56,67,39.82%
How to Survive,2020,October ,22.12,-7.47,63,35.11%
How to Survive,2020,September ,29.58,3.73,69,42.87%
How to Survive,2020,August ,25.85,-5.84,87,29.71%
How to Survive,2020,July ,31.69,-4.28,85,37.28%
How to Survive,2020,June ,35.97,-3.7,88,40.88%
How to Survive,2020,May ,39.67,-15.08,111,35.74%
How to Survive,2020,April ,54.75,20.07,145,37.76%
How to Survive,2020,March ,34.68,0.49,84,41.29%
How to Survive,2020,February ,34.19,3.66,111,30.80%
How to Survive,2020,January ,30.52,-3.67,77,39.64%
How to Survive,2019,December ,34.19,5.39,77,44.40%
How to Survive,2019,November ,28.8,-0.4,81,35.56%
How to Survive,2019,October ,29.2,-6.17,66,44.24%
How to Survive,2019,September ,35.37,4.69,139,25.45%
How to Survive,2019,August ,30.68,-11.42,74,41.46%
How to Survive,2019,July ,42.1,0.18,93,45.27%
How to Survive,2019,June ,41.92,-29.23,91,46.07%
How to Survive,2019,May ,71.14,-19.78,243,29.28%
How to Survive,2019,April ,90.92,58.93,467,19.47%
How to Survive,2019,March ,31.99,-11.59,70,45.70%
How to Survive,2019,February ,43.59,-5.95,119,36.63%
How to Survive,2019,January ,49.54,-3.24,137,36.16%
How to Survive,2018,December ,52.78,-2.08,138,38.25%
How to Survive,2018,November ,54.86,14.71,146,37.58%
How to Survive,2018,October ,40.15,-33.9,115,34.91%
How to Survive,2018,September ,74.05,-57.88,249,29.74%
How to Survive,2018,August ,131.93,67.56,531,24.85%
How to Survive,2018,July ,64.37,-72.79,195,33.01%
How to Survive,2018,June ,137.16,86.56,641,21.40%
How to Survive,2018,May ,50.6,3.21,139,36.40%
How to Survive,2018,April ,47.4,-81.37,107,44.30%
How to Survive,2018,March ,128.77,59.69,536,24.02%
How to Survive,2018,February ,69.08,-13.64,237,29.15%
How to Survive,2018,January ,82.72,1.19,252,32.83%
How to Survive,2017,December ,81.53,-2.59,224,36.40%
How to Survive,2017,November ,84.12,19.12,266,31.62%
How to Survive,2017,October ,65,-3.07,324,20.06%
How to Survive,2017,September ,68.07,-46.23,182,37.40%
How to Survive,2017,August ,114.3,5.7,485,23.57%
How to Survive,2017,July ,108.6,15.32,405,26.81%
How to Survive,2017,June ,93.29,36.42,392,23.80%
How to Survive,2017,May ,56.87,-31.67,121,47%
How to Survive,2017,April ,88.53,26.75,280,31.62%
How to Survive,2017,March ,61.78,-32.81,141,43.82%
How to Survive,2017,February ,94.59,-22.36,256,36.95%
How to Survive,2017,January ,116.95,-0.9,424,27.58%
How to Survive,2016,December ,117.85,0.84,409,28.81%
How to Survive,2016,November ,117.01,27.54,380,30.79%
How to Survive,2016,October ,89.47,-199.19,346,25.86%
How to Survive,2016,September ,288.66,174.34,1330,21.70%
How to Survive,2016,August ,114.32,-27.94,1195,9.57%
How to Survive,2016,July ,142.26,-10.04,470,30.27%
How to Survive,2016,June ,152.3,-225.62,431,35.34%
How to Survive,2016,May ,377.92,287.71,1708,22.13%
How to Survive,2016,April ,90.21,1.64,256,35.24%
How to Survive,2016,March ,88.57,-58.01,200,44.29%
How to Survive,2016,February ,146.58,-71.11,401,36.55%
How to Survive,2016,January ,217.69,-21.8,757,28.76%
How to Survive,2015,December ,239.5,1.27,1175,20.38%
How to Survive,2015,November ,238.22,126.45,833,28.60%
How to Survive,2015,October ,111.77,5.05,613,18.23%
How to Survive,2015,September ,106.72,-41.17,228,46.81%
How to Survive,2015,August ,147.9,-115,279,53.01%
How to Survive,2015,July ,262.9,-806.67,709,37.08%
How to Survive,2015,June ,1069.57,970.74,9186,11.64%
How to Survive,2015,May ,98.83,-179.71,231,42.78%
How to Survive,2015,April ,278.54,163.48,1828,15.24%
How to Survive,2015,March ,115.06,-57.03,245,46.96%
How to Survive,2015,February ,172.09,-669.54,461,37.33%
How to Survive,2015,January ,841.63,180.5,5922,14.21%
How to Survive,2014,December ,661.13,315.12,5473,12.08%
How to Survive,2014,November ,346.01,78.56,1769,19.56%
How to Survive,2014,October ,267.44,181.79,1598,16.74%
How to Survive,2014,September ,85.65,9.03,205,41.78%
How to Survive,2014,August ,76.62,-109.51,201,38.12%
How to Survive,2014,July ,186.13,-141.58,558,33.36%
How to Survive,2014,June ,327.7,-100.53,1669,19.63%
How to Survive,2014,May ,428.24,381.99,2224,19.26%
How to Survive,2014,April ,46.25,-11.06,106,43.63%
How to Survive,2014,March ,57.31,-272.6,177,32.38%
How to Survive,2014,February ,329.9,218.04,3394,9.72%
How to Survive,2014,January ,111.86,-72.55,425,26.32%
How to Survive,2013,December ,184.41,-105.77,1679,10.98%
How to Survive,2013,November ,290.18,-805.79,1484,19.55%
How to Survive,2013,October ,1095.97,NA,6946,15.78%
Guns of Icarus Online,2021,February ,15.63,0.32,103,15.17%
Guns of Icarus Online,2021,January ,15.31,-1.8,61,25.10%
Guns of Icarus Online,2020,December ,17.11,0.63,101,16.94%
Guns of Icarus Online,2020,November ,16.48,3.36,142,11.61%
Guns of Icarus Online,2020,October ,13.12,0.35,78,16.82%
Guns of Icarus Online,2020,September ,12.77,-3.38,54,23.65%
Guns of Icarus Online,2020,August ,16.15,-6.86,107,15.09%
Guns of Icarus Online,2020,July ,23,-29.62,76,30.26%
Guns of Icarus Online,2020,June ,52.62,15.47,1374,3.83%
Guns of Icarus Online,2020,May ,37.14,4.37,153,24.27%
Guns of Icarus Online,2020,April ,32.78,15.51,85,38.56%
Guns of Icarus Online,2020,March ,17.27,0.09,82,21.06%
Guns of Icarus Online,2020,February ,17.18,-2.71,525,3.27%
Guns of Icarus Online,2020,January ,19.89,2.86,124,16.04%
Guns of Icarus Online,2019,December ,17.03,0.15,143,11.91%
Guns of Icarus Online,2019,November ,16.88,4.33,98,17.22%
Guns of Icarus Online,2019,October ,12.55,2.19,39,32.18%
Guns of Icarus Online,2019,September ,10.36,-7.29,34,30.47%
Guns of Icarus Online,2019,August ,17.64,-87.83,91,19.38%
Guns of Icarus Online,2019,July ,105.48,57.28,6048,1.74%
Guns of Icarus Online,2019,June ,48.2,-10.74,231,20.87%
Guns of Icarus Online,2019,May ,58.94,25.77,1223,4.82%
Guns of Icarus Online,2019,April ,33.17,12.63,414,8.01%
Guns of Icarus Online,2019,March ,20.53,-12.24,98,20.95%
Guns of Icarus Online,2019,February ,32.77,-12.26,261,12.56%
Guns of Icarus Online,2019,January ,45.03,-29.5,343,13.13%
Guns of Icarus Online,2018,December ,74.53,22.17,996,7.48%
Guns of Icarus Online,2018,November ,52.35,7.97,399,13.12%
Guns of Icarus Online,2018,October ,44.39,-29.64,344,12.90%
Guns of Icarus Online,2018,September ,74.03,-44.28,961,7.70%
Guns of Icarus Online,2018,August ,118.31,-14.77,1768,6.69%
Guns of Icarus Online,2018,July ,133.08,-141.8,1176,11.32%
Guns of Icarus Online,2018,June ,274.88,-1754.77,1795,15.31%
Guns of Icarus Online,2018,May ,2029.64,1977.49,102258,1.98%
Guns of Icarus Online,2018,April ,52.15,5.02,327,15.95%
Guns of Icarus Online,2018,March ,47.13,-26.38,126,37.40%
Guns of Icarus Online,2018,February ,73.51,-6.4,255,28.83%
Guns of Icarus Online,2018,January ,79.92,-35.6,279,28.65%
Guns of Icarus Online,2017,December ,115.52,-254.95,985,11.73%
Guns of Icarus Online,2017,November ,370.46,-5.11,1906,19.44%
Guns of Icarus Online,2017,October ,375.57,330.45,4748,7.91%
Guns of Icarus Online,2017,September ,45.12,8.29,181,24.93%
Guns of Icarus Online,2017,August ,36.83,-30.63,96,38.36%
Guns of Icarus Online,2017,July ,67.46,-25.05,280,24.09%
Guns of Icarus Online,2017,June ,92.5,37.15,322,28.73%
Guns of Icarus Online,2017,May ,55.35,-56.95,312,17.74%
Guns of Icarus Online,2017,April ,112.3,-28.53,642,17.49%
Guns of Icarus Online,2017,March ,140.84,33.97,570,24.71%
Guns of Icarus Online,2017,February ,106.87,-74.46,324,32.98%
Guns of Icarus Online,2017,January ,181.33,50.29,819,22.14%
Guns of Icarus Online,2016,December ,131.04,-28.67,504,26%
Guns of Icarus Online,2016,November ,159.71,62.43,463,34.49%
Guns of Icarus Online,2016,October ,97.27,-15.58,307,31.68%
Guns of Icarus Online,2016,September ,112.85,-31.98,443,25.47%
Guns of Icarus Online,2016,August ,144.84,-0.04,724,20.01%
Guns of Icarus Online,2016,July ,144.88,-92.48,443,32.70%
Guns of Icarus Online,2016,June ,237.35,89.23,697,34.05%
Guns of Icarus Online,2016,May ,148.13,-7.72,536,27.64%
Guns of Icarus Online,2016,April ,155.84,-39.62,389,40.06%
Guns of Icarus Online,2016,March ,195.47,-112.53,498,39.25%
Guns of Icarus Online,2016,February ,308,48.43,958,32.15%
Guns of Icarus Online,2016,January ,259.56,20.16,769,33.75%
Guns of Icarus Online,2015,December ,239.4,19.54,730,32.79%
